ham	"She said'' do u mind if I go into the bedroom for a minute ? '' ''OK'' I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife"
spam	Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
ham	Dear good morning how you feeling dear
spam	8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
ham	*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham	Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham	"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *WaitU Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
spam	Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
ham	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham	Am in gobi arts college
spam	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
ham	"Haha figures well I found the piece and priscilla's bowl"
ham	Package all your programs well
ham	Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham	Huh so late... Fr dinner?
ham	I'm at home. Please call
spam	Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
spam	Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham	Noice. Text me when you're here
ham	Yes there were many sweets
ham	Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
ham	That is wondar full flim.
ham	Why didn't u call on your lunch?
ham	"Sir I need Velusamy sir's date of birth and company bank facilities details."
ham	Infact happy new year. How are you where are you when are we seeing
ham	Wat u doing there?
ham	I am late. I will be there at
ham	Don know..wait i will check it.
ham	Boy you best get yo ass out here quick
ham	That's one of the issues but california is okay. No snow so its manageable
ham	I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham	She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham	Then she buying today? Ü no need to c meh...
ham	Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
spam	Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
spam	Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham	HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
ham	"Pls send me a comprehensive mail about who i'm paying when and how much."
ham	"1.20 that call cost. Which i guess isnt bad. Miss ya need ya want ya love ya"
ham	Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham	Ard 515 like dat. Y?
ham	Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham	He is a womdarfull actor
ham	Huh y lei...
ham	I keep ten rs in my shelf:) buy two egg.
ham	Yar else i'll thk of all sorts of funny things.
spam	Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham	So what u doing today?
ham	U WILL SWITCH YOUR FONE ON DAMMIT!!
spam	Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham	Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham	Bring home some Wendy =D
spam	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
spam	Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
ham	Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
spam	"Hi babe its Chloe how r u? I was smashed on saturday night it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham	"And how you will do that princess? :)"
ham	"Hey sexy buns ! Have I told you ? I adore you loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you babe"
ham	No probably  &lt;#&gt; %.
ham	Not able to do anything.
ham	"Right on brah see you later"
ham	Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham	You are a very very very very bad girl. Or lady.
spam	URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
ham	I dunno until when... Lets go learn pilates...
ham	Just nw i came to hme da..
ham	Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham	Ok lor wat time ü finish?
ham	"Hey... Thk we juz go accordin to wat we discussed yest lor except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham	Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham	Otherwise had part time job na-tuition..
spam	Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham	"Ok. Not much to do here though. H&M Friday cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait already done that!"
ham	"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
ham	"I'm eatin now lor but goin back to work soon... E mountain deer show huh... I watch b4 liao very nice..."
ham	Nothing spl..wat abt u and whr ru?
spam	88800 and 89034 are premium phone services call 08718711108
ham	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham	Esplanade lor. Where else...
ham	And by when you're done I mean now
ham	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham	There bold 2  &lt;#&gt; . Is that yours
ham	What you thinked about me. First time you saw me in class.
ham	Lol well don't do it without me. We could have a big sale together.
ham	Dear how is chechi. Did you talk to her
ham	Ok i msg u b4 i leave my house.
ham	Super da:)good replacement for murali
ham	That means get the door
ham	Tell me something. Thats okay.
spam	FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham	"Hmmm... Guess we can go 4 kb n power yoga... Haha dunno we can tahan power yoga anot... Thk got lo oso forgot liao..."
ham	"I can make it up there squeezed  &lt;#&gt;  bucks out of my dad"
ham	Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham	"Oh my love it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham	Its not that time of the month nor mid of the time?
ham	I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham	Not sure I have the stomach for it ...
spam	Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
ham	Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham	Nothing. Can...
ham	Are you this much buzy
ham	Sday only joined.so training we started today:)
ham	aathi..where are you dear..
ham	Ambrith..madurai..met u in arun dha marrge..remembr?
spam	"Loan for any purpose £500 - £75000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham	"* Was a nice day and impressively i was sensible went home early and now feel fine. Or am i just boring?! When's yours i can't remember."
ham	Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham	"Ok da i already planned. I wil pick you."
ham	"GOD ASKED ""What is forgiveness?"" A little child gave lovely reply ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham	Oic... Then better quickly go bathe n settle down...
spam	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham	Yes..gauti and sehwag out of odi series.
ham	Okay same with me. Well thanks for the clarification
ham	Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham	"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
ham	S...i will take mokka players only:)
ham	That's y u haf 2 keep me busy...
ham	Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham	No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham	Carlos says he'll be at mu in  &lt;#&gt;  minutes
spam	lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham	if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham	"SHIT BABE.. THASA BIT MESSED UP.YEH SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham	Even if he my friend he is a priest call him now
ham	"I wonder if your phone battery went dead ? I had to tell you I love you babe"
ham	"Are you being good baby? :)"
ham	I love to cuddle! I want to hold you in my strong arms right now...
ham	What year. And how many miles.
spam	"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022 1x150p/wk."
spam	Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham	Want to send me a virtual hug?... I need one
ham	But i'll b going 2 sch on mon. My sis need 2 take smth.
spam	"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM just GBP5/month. AOM Box61M60 1ER until u stop. Ages 18+ only!"
ham	Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham	"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh be embarassed delete the tag and keep going. But as far as i knew it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday but it wasn't bad. The problem i have with it is you HAVE the time to clean it but you choose not to. You skype you take pictures you sleep you want to go out. I don't mind a few things here and there but when you don't make the bed when you throw laundry on top of it when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed pillows on the floor that's something else. You used to be good about at least making the bed."
ham	"Beautiful tomorrow never comes.. When it comes it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham	Play w computer? Aiyah i tok 2 u lor?
ham	Ya! when are ü taking ure practical lessons? I start in june..
ham	* Am on my way
ham	Sounds great! Im going to sleep now. Have a good night!
ham	Shall i come to get pickle
ham	Argh why the fuck is nobody in town ;_;
ham	I'm really not up to it still tonight babe
spam	GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
ham	"K want us to come by now?"
ham	Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham	Is xy going 4 e lunch?
spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham	"We are hoping to get away by 7 from Langport. You still up for town tonight?"
ham	I not free today i haf 2 pick my parents up tonite...
ham	HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham	Ya very nice. . .be ready on thursday
ham	Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
ham	"No we put party 7 days a week and study lightly I think we need to draw in some custom checkboxes so they know we're hardcore"
ham	No one interested. May be some business plan.
ham	No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham	Will be office around 4 pm. Now i am going hospital.
ham	Leave it. U will always be ignorant.
ham	"Rose for redred for bloodblood for heartheart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham	Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham	Now only i reached home. . . I am very tired now. . I will come tomorro
ham	"I think your mentor is  but not 100 percent sure."
ham	ITS A LAPTOP TAKE IT WITH YOU.
spam	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham	I got your back! Do you have any dislikes in bed?
spam	2/2 146tf150p
ham	Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham	Hi its in durban are you still on this number
ham	Any pain on urination any thing else?
ham	"Y cant u try new invention to fly..i'm not joking."
ham	Yeah I can still give you a ride
ham	Why are u up so early?
ham	Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham	"Yep the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham	Que pases un buen tiempo or something like that
ham	"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you boytoy ... *smacks your ass* Did you go to the gym too ?"
spam	More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham	I have gone into get info bt dont know what to do
ham	Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham	Love it! The girls at the office may wonder why you are smiling but sore...
ham	Thank god they are in bed!
ham	About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham	Dear reached railway. What happen to you
ham	Anything lor. Juz both of us lor.
ham	"sry can't talk on phone with parents"
spam	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham	Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham	Do well :)all will for little time. Thing of good times ahead:
ham	Stupid auto correct on my phone
ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham	What r u cooking me for dinner?
ham	Just send a text. We'll skype later.
ham	"Say this slowly.? GODI LOVE YOU &amp; I NEED YOUCLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow do itplspls do it..."
ham	When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
ham	Not to worry. I'm sure you'll get it.
ham	Surly ill give it to you:-) while coming to review.
ham	Bognor it is! Should be splendid at this time of year.
ham	"They can try! They can get lost in fact. Tee hee"
ham	U buy newspapers already?
ham	What pa tell me.. I went to bath:-)
spam	88066 FROM 88066 LOST 3POUND HELP
ham	"Sorry I'll call later"
ham	"Derp. Which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham	Ok...
ham	Have you got Xmas radio times. If not i will get it now
ham	My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham	"Yeah why not is the gang all ready"
ham	Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham	Once free call me sir. I am waiting for you.
spam	"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p) see packs or lucozade.co.uk/wrc & itcould be u!"
ham	Ok lor. I'm in town now lei.
ham	"Hmm... Dunno leh mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume smth dat i can keep."
ham	No da if you run that it activate the full version da.
ham	"Sorry I'll call later"
ham	How r ü going to send it to me?
ham	....photoshop makes my computer shut down.
spam	T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham	No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham	"Dunno my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham	I guess it is useless calling u 4 something important.
ham	Oh yeah clearly it's my fault
spam	You have an important customer service announcement from PREMIER.
ham	All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham	Boo what time u get out? U were supposed to take me shopping today. :(
ham	"Sorry was in the bathroom sup"
ham	"Its good we'll find a way"
ham	No screaming means shouting..
spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
spam	"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK PO Box 113 Bray Wicklow Eire. Quiz Starts Saturday! Unsub Stop"
ham	I'm fine. Hope you are also
ham	How come she can get it? Should b quite diff to guess rite...
ham	Good words.... But words may leave u in dismay many times.
ham	And several to you sir.
ham	I see the letter B on my car
ham	Dear got train and seat mine lower seat
ham	I am in bus on the way to calicut
ham	I told that am coming on wednesday.
spam	Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham	No. Thank you. You've been wonderful
ham	"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham	Are you angry with me. What happen dear
spam	You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham	"It's cool we can last a little while. Getting more any time soon?"
ham	Fine am simply sitting.
ham	Yunny... I'm goin to be late
ham	Went fast asleep dear.take care.
spam	dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
spam	Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham	We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham	What time you think you'll have it? Need to know when I should be near campus
ham	He is world famamus....
ham	Ball is moving a lot.will spin in last :)so very difficult to bat:)
spam	Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham	I tot u reach liao. He said t-shirt.
ham	Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham	It's ok i wun b angry. Msg u aft i come home tonight.
ham	I have to take exam with in march 3
ham	"Yetunde i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham	I love your ass! Do you enjoy doggy style? :)
ham	How long does it take to get it.
ham	You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
ham	Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham	Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
spam	"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham	Yes! How is a pretty lady like you single?
ham	Yeah get the unlimited
ham	EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
ham	I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
ham	"Sure I'll see if I can come by in a bit"
ham	"Babe have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham	K:)k:)what are detail you want to transfer?acc no enough?
ham	Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham	1's finish meeting call me.
ham	Its just the effect of irritation. Just ignore it
ham	"Sorry I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
ham	"Cool text me when you head out"
ham	What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham	"Lets use it next week princess :)"
ham	Ugh my leg hurts. Musta overdid it on mon.
ham	Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham	"Fyi I'm taking a quick shower be at epsilon in like  &lt;#&gt;  min"
ham	Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
ham	have you ever had one foot before?
ham	I can ask around but there's not a lot in terms of mids up here
spam	U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham	I've reached already.
ham	Hey... are you going to quit soon? Xuhui and i working till end of the month
ham	And miss vday the parachute and double coins??? U must not know me very well...
ham	K then 2marrow are you coming to class.
ham	Eatin my lunch...
ham	Otherwise had part time job na-tuition..
ham	"I'm tired of arguing with you about this week after week. Do what you want and from now on i'll do the same."
ham	"Tick tick tick ... Babe"
ham	"Wait that's still not all that clear were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham	X course it 2yrs. Just so her messages on messenger lik you r sending me
ham	I want to see your pretty pussy...
ham	If he started searching he will get job in few days.he have great potential and talent.
ham	Shant disturb u anymore... Jia you...
ham	"Aight will do thanks again for comin out"
ham	"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
spam	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
ham	"Call me da i am waiting for your call."
ham	When are you guys leaving?
spam	ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham	Hey tmr meet at bugis 930 ?
ham	"Bloody hell cant believe you forgot my surname Mr . Ill give u a clue its spanish and begins with m..."
ham	"Got fujitsu ibm hp toshiba... Got a lot of model how to say..."
spam	Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham	Oh thanks a lot..i already bought 2 eggs ..
ham	How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham	"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
spam	"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free Msgs £1.50 each"
ham	"Sorry I'll call later"
ham	"Thank you so much. When we skyped wit kz and sura we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham	"Oh yes why is it like torture watching england?"
ham	I will reach before ten morning
ham	Ho ho - big belly laugh! See ya tomo
ham	Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
spam	Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham	Dear i am not denying your words please
ham	Yes watching footie but worried we're going to blow it - Phil Neville?
spam	"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham	U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham	I‘m parked next to a MINI!!!! When are you coming in today do you think?
ham	and  picking them up from various points
ham	Today am going to college so am not able to atten the class.
ham	Dont talk to him ever ok its my word.
ham	Lmao but its so fun...
spam	"URGENT! Your mobile No 077xxx WON a £2000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP 150ppm"
ham	Will purchase d stuff today and mail to you. Do you have a po box number?
ham	ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
ham	Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham	My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham	God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham	It's justbeen overa week since we broke up and already our brains are going to mush!
ham	Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham	"Edison has rightly said ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GMGNGEGNT:-)"
spam	"As a valued customer I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize call 09066368470"
ham	Some of them told accenture is not confirm. Is it true.
spam	WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham	He remains a bro amongst bros
ham	"Did you say bold then torch later. Or one torch and 2bold?"
